cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02B,02B000043,2B190,OLMI-CAPPELLA,02B000125,RESERVOIR OLMI CAPELLA,100 %,02B00075817,2017-02-01,10h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée,OEHC,OEHC,OEHC,C,C,C,N,2,2017,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,,,,02B00076348,2017-07-04,10h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,7,2017,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,02B000125,RESERVOIR OLMI CAPELLA,100 %,02B00076827,2017-08-22,06h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée Température hors norme,OEHC,OEHC,OEHC,C,C,C,N,8,2017,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,,,,02B00078042,2017-10-05,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,10,2017,42.5287906,9.0193558
02B,02B000064,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,100 %,02B00075777,2017-01-19,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,1,2017,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00075784,2017-03-09,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2017,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00076794,2017-09-13,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,9,2017,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00078280,2017-10-24,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,10,2017,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,100 %,02B00078284,2017-11-30,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,11,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B001012,RESERVOIR CERVIONE,50 %,02B00075776,2017-01-19,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,1,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00075778,2017-03-09,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,3,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00075779,2017-04-26,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,4,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00075784,2017-03-09,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00076790,2017-07-05,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,7,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00076794,2017-09-13,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,9,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00076796,2017-09-13,08h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. La teneur en chlore libre est trop élévée.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,9,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00078271,2017-10-24,08h45,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,N,C,N,N,10,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00078272,2017-11-30,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,11,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00078280,2017-10-24,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,10,2017,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B001012,RESERVOIR CERVIONE,50 %,02B00078283,2017-12-20,07h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,12,2017,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,50 %,02B00075777,2017-01-19,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,1,2017,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00075782,2017-03-09,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2017,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00076792,2017-07-05,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,7,2017,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00078277,2017-11-16,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,11,2017,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,50 %,02B00078284,2017-11-30,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,11,2017,42.3322737,9.49192
02B,02B000095,2B007,ALBERTACCE,02B000091,RESERVOIR ALBERTACCE,100 %,02B00075046,2017-04-12,09h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,C,C,N,N,4,2017,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,,,,02B00075049,2017-02-27,12h05,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,2,2017,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,02B000091,RESERVOIR ALBERTACCE,100 %,02B00076003,2017-08-29,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,C,C,N,N,8,2017,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,,,,02B00076004,2017-07-10,07h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,7,2017,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,02B000092,RESERVOIR CALASIMA,100 %,02B00075047,2017-04-12,09h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,4,2017,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,,,,02B00075050,2017-02-27,11h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,2,2017,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,02B000092,RESERVOIR CALASIMA,100 %,02B00076005,2017-07-10,07h45,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,7,2017,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,,,,02B00076007,2017-08-29,06h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,8,2017,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,02B000093,RESERVOIR PIETRA-ZITAMBOLI,100 %,02B00075048,2017-04-12,09h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,4,2017,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,,,,02B00075051,2017-02-27,12h35,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Turbidité hors norme Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,2,2017,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,02B000093,RESERVOIR PIETRA-ZITAMBOLI,100 %,02B00076006,2017-07-10,07h25,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,7,2017,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,,,,02B00076008,2017-08-29,06h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,C,8,2017,42.3278205,8.9841915
02B,02B000103,2B016,ANTISANTI,02B000101,RESERVOIR ANTISANTI,100 %,02B00075059,2017-04-03,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,4,2017,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00075060,2017-03-09,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,3,2017,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,02B000101,RESERVOIR ANTISANTI,100 %,02B00076016,2017-07-20,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,7,2017,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00076017,2017-08-09,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,N,8,2017,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00077726,2017-11-02,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,11,2017,42.1667523,9.347131
02B,02B000109,2B172,MURATO,02B000108,RESERVOIR CAMPANILE,100 %,02B00075371,2017-04-05,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,4,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00075372,2017-04-24,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,4,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00075373,2017-01-24,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,1,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00075374,2017-03-23,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,3,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,02B000108,RESERVOIR CAMPANILE,100 %,02B00076299,2017-08-29,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,8,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00076300,2017-06-06,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,6,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00076301,2017-08-01,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,8,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00078019,2017-09-25,10h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,9,2017,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00078020,2017-12-18,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,12,2017,42.580199,9.328854
02B,02B000129,2B208,PERELLI,,,,02B00075440,2017-05-11,07h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,C,C,C,N,5,2017,42.3235577,9.3935275
02B,02B000129,2B208,PERELLI,,,,02B00076377,2017-09-07,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,C,C,C,C,9,2017,42.3235577,9.3935275
02B,02B000129,2B208,PERELLI,,,,02B00078059,2017-11-15,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,MAIRIE DE PERELLI D'ALESANI,C,C,C,N,11,2017,42.3235577,9.3935275
