cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02B,02B000043,2B190,OLMI-CAPPELLA,02B000125,RESERVOIR OLMI CAPELLA,100 %,02B00072000,2016-04-14,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Eau agressive,OEHC,OEHC,OEHC,C,C,C,N,4,2016,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,,,,02B00072018,2016-02-25,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,2,2016,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,02B000125,RESERVOIR OLMI CAPELLA,100 %,02B00073060,2016-08-24,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,OEHC,OEHC,OEHC,C,C,C,N,8,2016,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,,,,02B00073084,2016-07-25,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,7,2016,42.5287906,9.0193558
02B,02B000043,2B190,OLMI-CAPPELLA,,,,02B00074563,2016-10-17,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. La teneur en chlore libre est insuffisante Eau faiblement minéralisée,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,10,2016,42.5287906,9.0193558
02B,02B000064,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,100 %,02B00072233,2016-01-14,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,1,2016,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00072240,2016-03-07,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2016,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,100 %,02B00073326,2016-06-15,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,6,2016,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00073333,2016-08-03,07h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,8,2016,42.3322737,9.49192
02B,02B000064,2B087,CERVIONE,,,,02B00074702,2016-09-12,07h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,9,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B001012,RESERVOIR CERVIONE,50 %,02B00072232,2016-01-14,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries coliformes.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,N,C,1,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00072234,2016-05-17,07h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,N,C,N,C,5,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00072235,2016-03-07,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,3,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00072240,2016-03-07,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00073327,2016-06-15,08h05,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,N,C,N,C,6,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00073328,2016-12-13,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,12,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00073333,2016-08-03,07h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,8,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B001012,RESERVOIR CERVIONE,50 %,02B00074695,2016-12-13,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,12,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00074696,2016-11-21,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,11,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,,,,02B00074697,2016-09-12,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries coliformes. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,N,C,9,2016,42.3322737,9.49192
02B,02B000065,2B087,CERVIONE,02B000064,HAUT VILLAGE,50 %,02B00074702,2016-09-12,07h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,9,2016,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,50 %,02B00072233,2016-01-14,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,1,2016,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00072238,2016-03-07,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,3,2016,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,02B000063,STATION CHLORATION CERVIONE,50 %,02B00073326,2016-06-15,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,6,2016,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00073331,2016-08-03,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,C,8,2016,42.3322737,9.49192
02B,02B000073,2B087,CERVIONE,,,,02B00074700,2016-12-13,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,SI CERVIONE VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,SI CERVIONE-VALLE DI CAMPOLORO,C,C,C,N,12,2016,42.3322737,9.49192
02B,02B000095,2B007,ALBERTACCE,02B000091,RESERVOIR ALBERTACCE,100 %,02B00071550,2016-01-11,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,1,2016,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,,,,02B00071553,2016-04-11,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,4,2016,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,02B000091,RESERVOIR ALBERTACCE,100 %,02B00072567,2016-08-10,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,8,2016,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,,,,02B00072570,2016-06-14,06h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,6,2016,42.3278205,8.9841915
02B,02B000095,2B007,ALBERTACCE,,,,02B00074240,2016-09-29,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,C,C,C,N,9,2016,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,02B000092,RESERVOIR CALASIMA,100 %,02B00071551,2016-01-11,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,1,2016,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,,,,02B00071554,2016-04-11,08h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,4,2016,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,02B000092,RESERVOIR CALASIMA,100 %,02B00072568,2016-08-10,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,8,2016,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,,,,02B00072571,2016-06-14,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,6,2016,42.3278205,8.9841915
02B,02B000096,2B007,ALBERTACCE,,,,02B00074241,2016-09-29,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,9,2016,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,02B000093,RESERVOIR PIETRA-ZITAMBOLI,100 %,02B00071552,2016-01-21,08h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Carbone Organique Total hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,1,2016,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,,,,02B00071555,2016-04-11,08h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,4,2016,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,02B000093,RESERVOIR PIETRA-ZITAMBOLI,100 %,02B00072569,2016-08-10,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,C,C,C,N,8,2016,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,,,,02B00072572,2016-06-14,07h05,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,N,C,N,N,6,2016,42.3278205,8.9841915
02B,02B000097,2B007,ALBERTACCE,,,,02B00074242,2016-09-29,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée,ALBERTACCE,MAIRIE DE ALBERTACCE,MAIRIE DE ALBERTACCE,C,C,C,N,9,2016,42.3278205,8.9841915
02B,02B000103,2B016,ANTISANTI,02B000101,RESERVOIR ANTISANTI,100 %,02B00071563,2016-01-19,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,1,2016,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00071564,2016-03-21,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,3,2016,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,02B000101,RESERVOIR ANTISANTI,100 %,02B00072580,2016-09-07,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,9,2016,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00072581,2016-07-18,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,C,C,C,C,7,2016,42.1667523,9.347131
02B,02B000103,2B016,ANTISANTI,,,,02B00074247,2016-10-03,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante,ANTISANTI,MAIRIE DE ANTISANTI,MAIRIE DE ANTISANTI,N,C,N,C,10,2016,42.1667523,9.347131
02B,02B000109,2B172,MURATO,02B000108,RESERVOIR CAMPANILE,100 %,02B00071957,2016-01-18,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,1,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00071958,2016-02-29,07h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,N,C,N,C,2,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00071959,2016-05-02,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,5,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00071960,2016-04-04,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,4,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,02B000108,RESERVOIR CAMPANILE,100 %,02B00073012,2016-08-10,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,8,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00073013,2016-07-05,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,7,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00073014,2016-06-15,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,6,2016,42.580199,9.328854
02B,02B000109,2B172,MURATO,,,,02B00074523,2016-12-12,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,MURATO,MAIRIE DE MURATO,MAIRIE DE MURATO,C,C,C,C,12,2016,42.580199,9.328854
