cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02A,02A000010,2A060,CANNELLE,02A002109,UNITE STERILISATION CANNELLE,100 %,02A00074040,2016-01-11,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,N,C,1,2016,42.0492339,8.8204298
02A,02A000010,2A060,CANNELLE,,,,02A00074530,2016-05-09,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,5,2016,42.0492339,8.8204298
02A,02A000010,2A060,CANNELLE,,,,02A00075443,2016-07-11,10h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,7,2016,42.0492339,8.8204298
02A,02A000010,2A060,CANNELLE,02A002109,UNITE STERILISATION CANNELLE,100 %,02A00076547,2016-09-07,08h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,9,2016,42.0492339,8.8204298
02A,02A000010,2A060,CANNELLE,,,,02A00076962,2016-11-16,09h05, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,11,2016,42.0492339,8.8204298
02A,02A000013,2A014,AMBIEGNA,02A002289,UNITE STERILISATION AMBIEGNA,100 %,02A00073994,2016-01-05,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,1,2016,42.0838436,8.7928069
02A,02A000013,2A014,AMBIEGNA,,,,02A00074543,2016-05-04,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,5,2016,42.0838436,8.7928069
02A,02A000013,2A014,AMBIEGNA,,,,02A00075327,2016-07-07,07h30, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,7,2016,42.0838436,8.7928069
02A,02A000013,2A014,AMBIEGNA,,,,02A00076578,2016-09-19,09h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,N,C,N,C,9,2016,42.0838436,8.7928069
02A,02A000013,2A014,AMBIEGNA,02A002289,UNITE STERILISATION AMBIEGNA,100 %,02A00077011,2016-11-18,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,11,2016,42.0838436,8.7928069
02A,02A000018,2A070,CASAGLIONE,02A002111,UNITE TRAITEMENT CASAGLIONE,100 %,02A00073996,2016-01-05,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,1,2016,42.0678625,8.7884091
02A,02A000018,2A070,CASAGLIONE,,,,02A00074569,2016-05-04,08h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,5,2016,42.0678625,8.7884091
02A,02A000018,2A070,CASAGLIONE,,,,02A00075316,2016-07-07,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,7,2016,42.0678625,8.7884091
02A,02A000018,2A070,CASAGLIONE,,,,02A00076568,2016-09-19,08h30, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,N,C,N,C,9,2016,42.0678625,8.7884091
02A,02A000018,2A070,CASAGLIONE,02A002111,UNITE TRAITEMENT CASAGLIONE,100 %,02A00077010,2016-11-18,08h30, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,N,C,N,C,11,2016,42.0678625,8.7884091
02A,02A000020,2A174,MURZO,,,,02A00074158,2016-02-11,,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.  ,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,C,C,C,N,2,2016,42.1679035,8.8265789
02A,02A000020,2A174,MURZO,02A003010,TTP MURZO,100 %,02A00074726,2016-05-18,11h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,N,C,N,N,5,2016,42.1679035,8.8265789
02A,02A000020,2A174,MURZO,,,,02A00076016,2016-08-09,08h12,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,N,C,N,N,8,2016,42.1679035,8.8265789
02A,02A000020,2A174,MURZO,02A003010,TTP MURZO,100 %,02A00076834,2016-10-13,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,N,C,N,N,10,2016,42.1679035,8.8265789
02A,02A000020,2A174,MURZO,,,,02A00077073,2016-12-01,07h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,C,C,N,N,12,2016,42.1679035,8.8265789
02A,02A000031,2A240,POGGIOLO,,,,02A00074106,2016-02-04,09h10, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,N,C,2,2016,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,02A003034,TTP POGGIOLO,100 %,02A00074665,2016-05-11,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,C,5,2016,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,,,,02A00076015,2016-08-09,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,C,8,2016,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,02A003034,TTP POGGIOLO,100 %,02A00076806,2016-10-12,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,C,10,2016,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,,,,02A00077061,2016-12-01,10h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,C,12,2016,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00074105,2016-02-04,08h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,2,2016,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,02A000033,UNITE STERILISATION GUAGNO-LES-BAINS,100 %,02A00074666,2016-05-11,09h10, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,5,2016,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00076014,2016-08-09,11h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence massive de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,8,2016,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,02A000033,UNITE STERILISATION GUAGNO-LES-BAINS,100 %,02A00076833,2016-10-13,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,10,2016,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00077060,2016-12-01,10h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,12,2016,42.176149,8.9094189
02A,02A000045,2A065,CARGESE,02A000044,UNITE STERILISATION BAITA,100 %,02A00074335,2016-03-10,11h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.  ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,3,2016,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00074537,2016-05-10,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,5,2016,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00075892,2016-07-08,06h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Dépassement de la référence de qualité concernant le paramètre fer total. Teneur en chlore libre excessive. L'excès de désinfectant peut générer une odeur ou une saveur désagréable.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,7,2016,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00076466,2016-09-12,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,9,2016,42.13436,8.59422
02A,02A000045,2A065,CARGESE,02A000044,UNITE STERILISATION BAITA,100 %,02A00076985,2016-11-07,08h25,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,N,C,N,C,11,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00074014,2016-01-07,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,1,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00074323,2016-03-10,12h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,3,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00074515,2016-04-21,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,4,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00074535,2016-05-10,06h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller. ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,N,N,5,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00075142,2016-06-02,06h06," Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre cuivre.",COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,N,C,N,6,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00075213,2016-06-09,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,S,C,S,C,6,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00075441,2016-07-08,06h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens. ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,7,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00076100,2016-08-17,04h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,8,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00076231,2016-08-18,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,8,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00076468,2016-09-12,07h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,9,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00076685,2016-10-05,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,10,2016,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00076908,2016-11-07,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,11,2016,42.13436,8.59422
02A,02A000051,2A348,VICO,,,,02A00073967,2016-01-05,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,N,N,1,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00074302,2016-03-10,08h45,EEau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,3,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00074764,2016-05-18,06h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,5,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,02A000050,UNITE STERILISATION VICO,100 %,02A00075051,2016-06-15,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,6,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00075808,2016-07-20,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,7,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00075880,2016-08-04,07h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,8,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00076688,2016-10-04,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,10,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,02A000050,UNITE STERILISATION VICO,100 %,02A00076813,2016-09-15,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La matière organique est à surveiller. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,9,2016,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00077007,2016-11-15,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,11,2016,42.1661203,8.7957937
02A,02A000052,2A348,VICO,02A001027,UNITE STERILISATION APPRICIANI,100 %,02A00075050,2016-06-15,10h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,C,6,2016,42.1661203,8.7957937
02A,02A000052,2A348,VICO,,,,02A00076241,2016-08-23,09h10, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,N,C,8,2016,42.1661203,8.7957937
02A,02A000052,2A348,VICO,,,,02A00076950,2016-11-15,08h35, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,C,11,2016,42.1661203,8.7957937
02A,02A000055,2A198,OTA,,,,02A00074015,2016-01-07,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,N,C,N,N,1,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00074034,2016-01-13,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,C,1,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00074324,2016-03-10,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,3,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00074541,2016-05-10,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,5,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00074648,2016-05-10,08h55, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,N,C,N,N,5,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00075336,2016-06-14,08h45,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.",COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,6,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00075799,2016-07-19,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,7,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00076102,2016-08-17,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,8,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00076234,2016-08-19,10h05, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,8,2016,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00076236,2016-08-22,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,8,2016,42.2578277,8.7450622
