cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02A,02A000020,2A174,MURZO,,,,02A00099284,2018-09-18,11h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux et de plomb impose une surveillance renforcée.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,N,N,N,N,9,2018,42.1679035,8.8265789
02A,02A000020,2A174,MURZO,,,,02A00099362,2018-12-11,07h22, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE MURZO,MAIRIE DE MURZO,MAIRIE DE MURZO,N,C,N,N,12,2018,42.1679035,8.8265789
02A,02A000031,2A240,POGGIOLO,,,,02A00080713,2018-02-13,11h50, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,N,C,2,2018,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,02A003034,TTP POGGIOLO,100 %,02A00097290,2018-05-24,08h56,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,5,2018,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,,,,02A00098873,2018-08-22,12h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,N,8,2018,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,02A003034,TTP POGGIOLO,100 %,02A00099067,2018-10-16,08h11,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,C,10,2018,42.176149,8.9094189
02A,02A000031,2A240,POGGIOLO,,,,02A00099356,2018-12-11,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,C,C,C,12,2018,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00080712,2018-02-13,09h35,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,2,2018,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,02A000033,UNITE STERILISATION GUAGNO-LES-BAINS,100 %,02A00097557,2018-05-24,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes et de germes sulfito-réducteurs est également à surveiller. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,C,N,N,N,5,2018,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00098553,2018-08-22,11h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,8,2018,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,02A000033,UNITE STERILISATION GUAGNO-LES-BAINS,100 %,02A00099066,2018-10-16,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,10,2018,42.176149,8.9094189
02A,02A000034,2A240,POGGIOLO,,,,02A00099389,2018-12-04,09h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE POGGIOLO,MAIRIE DE POGGIOLO,MAIRIE DE POGGIOLO,N,C,N,N,12,2018,42.176149,8.9094189
02A,02A000045,2A065,CARGESE,02A000044,UNITE STERILISATION BAITA,100 %,02A00080958,2018-03-22,10h15, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive. Il est à noter que le carbone organique total est à surveiller.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,3,2018,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00081211,2018-05-11,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,5,2018,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00097876,2018-07-13,,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,7,2018,42.13436,8.59422
02A,02A000045,2A065,CARGESE,,,,02A00098808,2018-09-13,08h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,9,2018,42.13436,8.59422
02A,02A000045,2A065,CARGESE,02A000044,UNITE STERILISATION BAITA,100 %,02A00099184,2018-11-07,07h24,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,11,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00080488,2018-01-10,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,1,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,02A000918,UNITE STERILISATION LOTISSEMENT CECCALDI,100 %,02A00080495,2018-01-10,09h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,1,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00080943,2018-03-22,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,3,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00081085,2018-04-12,11h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,4,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00081212,2018-05-11,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,5,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00097891,2018-07-13,07h12,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,7,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00098614,2018-08-24,06h56,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,8,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00098810,2018-09-13,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,N,C,9,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00098822,2018-08-28,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,8,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00098982,2018-10-11,06h58,Eau d’alimentation conforme aux exigences de qualité en vigueur pour l ’ensemble des paramètres mesurés  ,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,10,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,,,,02A00099137,2018-11-07,06h59,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,C,11,2018,42.13436,8.59422
02A,02A000046,2A065,CARGESE,02A000918,UNITE STERILISATION LOTISSEMENT CECCALDI,100 %,02A00099425,2018-12-05,09h44,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE CARGESE,MAIRIE DE CARGESE,MAIRIE DE CARGESE,C,C,C,N,12,2018,42.13436,8.59422
02A,02A000051,2A348,VICO,,,,02A00080508,2018-01-09,10h20, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,1,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00080829,2018-03-07,08h30," Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la référence de qualité concernant le paramètre turbidité.",COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,3,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,02A000050,UNITE STERILISATION VICO,100 %,02A00097270,2018-06-06,07h46,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,N,C,N,6,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00097331,2018-05-30,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,N,N,5,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00098071,2018-07-11,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,7,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00098204,2018-08-03,08h56,  Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.  Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,8,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00098927,2018-10-03,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,10,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,02A000050,UNITE STERILISATION VICO,100 %,02A00099088,2018-09-10,10h10,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre turbidité. Par ailleurs, il est a noter un depassement de la référence de qualité concernant les parametres aluminium total, fer total et conductivité.",COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,N,C,N,9,2018,42.1661203,8.7957937
02A,02A000051,2A348,VICO,,,,02A00099172,2018-11-15,08h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,11,2018,42.1661203,8.7957937
02A,02A000052,2A348,VICO,,,,02A00080830,2018-03-07,10h10, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,C,3,2018,42.1661203,8.7957937
02A,02A000052,2A348,VICO,02A001027,UNITE STERILISATION APPRICIANI,100 %,02A00097599,2018-06-27,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,C,6,2018,42.1661203,8.7957937
02A,02A000052,2A348,VICO,,,,02A00098205,2018-08-03,09h24,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE VICO,KYRNOLIA CEO BALEONE,MAIRIE DE VICO,C,C,C,N,8,2018,42.1661203,8.7957937
02A,02A000055,2A198,OTA,,,,02A00080512,2018-01-11,09h40, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,1,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00080945,2018-03-22,07h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,3,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00081178,2018-05-03,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,C,5,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00081187,2018-05-03,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes sulfito-réducteurs est également à surveiller.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,N,N,5,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00098611,2018-08-24,08h34,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,8,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00098807,2018-09-13,10h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,9,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00098977,2018-10-18,09h55, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive. La présence de germes coliformes est à surveiller.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,N,C,10,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00098978,2018-10-18,09h30, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,C,10,2018,42.2578277,8.7450622
02A,02A000055,2A198,OTA,,,,02A00098979,2018-10-18,09h46, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,C,10,2018,42.2578277,8.7450622
